Time: 1389, Behaviour: 2, Fault: 1, n/a,1, DIAGNOSED ,Time Taken,12, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 5248, Behaviour: 1, Fault: 1,100,1, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 5850, Behaviour: 1, Fault: 2, n/a,2, DIAGNOSED ,Time Taken,45, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 6495, Behaviour: 1, Fault: 2,100,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 7500, Behaviour: 1, Fault: 6, n/a,3, DIAGNOSED ,Time Taken,56, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 12708, Behaviour: 1, Fault: 4, n/a,4, DIAGNOSED ,Time Taken,117, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 13487, Behaviour: 1, Fault: 6, n/a,3, DIAGNOSED ,Time Taken,13, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 32407, Behaviour: 2, Fault: 3,93.1961,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 33045, Behaviour: 2, Fault: 2,88.3599,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 33649, Behaviour: 2, Fault: 3,99.6672,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 35925, Behaviour: 3, Fault: 1,100,1, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Faults,46, Elligible Total,41, DiagTot,10, Elligible DiagTot,5, FailTot,1, MemoryTot,35, %Memory,0.853659, %Failure,0.0277778,,,,,,,,,,,,,,,,,
Time: 941, Behaviour: 2, Fault: 1, n/a,1, DIAGNOSED ,Time Taken,12, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 1553, Behaviour: 2, Fault: 2, n/a,2, DIAGNOSED ,Time Taken,30, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 2183, Behaviour: 2, Fault: 2,92.9398,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 3609, Behaviour: 2, Fault: 4, n/a,4, DIAGNOSED ,Time Taken,116, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 4596, Behaviour: 2, Fault: 1, n/a,1, DIAGNOSED ,Time Taken,12, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 5208, Behaviour: 1, Fault: 6, n/a,3, DIAGNOSED ,Time Taken,13, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 5946, Behaviour: 1, Fault: 4, n/a,4, DIAGNOSED ,Time Taken,116, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 6678, Behaviour: 1, Fault: 1,75.6195,1, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 7666, Behaviour: 1, Fault: 5,98.347,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 9042, Behaviour: 1, Fault: 1,84.5154,1, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 9815, Behaviour: 1, Fault: 6,100,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 10417, Behaviour: 1, Fault: 2,71.0826,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 11108, Behaviour: 1, Fault: 3,88.0873,88.0873,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 11960, Behaviour: 1, Fault: 6,100,100,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 12563, Behaviour: 1, Fault: 2,95.3871,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 13503, Behaviour: 1, Fault: 5,99.6672,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 14226, Behaviour: 1, Fault: 4,99.8335,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 15492, Behaviour: 3, Fault: 6, n/a,3, DIAGNOSED ,Time Taken,14, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 16108, Behaviour: 3, Fault: 4,92.6952,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 16710, Behaviour: 3, Fault: 3,100,100,100,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 17432, Behaviour: 3, Fault: 4,84.8821,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 18403, Behaviour: 3, Fault: 4,98.1668,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 19274, Behaviour: 3, Fault: 6, n/a,3, DIAGNOSED ,Time Taken,13, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 31477, Behaviour: 2, Fault: 1, n/a,1, DIAGNOSED ,Time Taken,12, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 32089, Behaviour: 2, Fault: 3,95.3581,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 34580, Behaviour: 2, Fault: 1, n/a,1, DIAGNOSED ,Time Taken,12, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Total Faults,26, Elligible Total,22, DiagTot,10, Elligible DiagTot,6, FailTot,0, MemoryTot,16, %Memory,0.727273, %Failure,0,,,,,,,,,,,,,,,,,
Time: 654, Behaviour: 2, Fault: 1, n/a,1, DIAGNOSED ,Time Taken,13, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 1267, Behaviour: 2, Fault: 3, n/a,3, DIAGNOSED ,Time Taken,13, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 4921, Behaviour: 2, Fault: 1,99.7783,1, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 5696, Behaviour: 1, Fault: 3,85.7069,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 6298, Behaviour: 1, Fault: 2, n/a,2, DIAGNOSED ,Time Taken,12, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 7017, Behaviour: 1, Fault: 4,70.8286, FAILURE 3, n/a,4, DIAGNOSED ,Time Taken,116, ,,,,,,,,,,,,,,,,,,,,,,
Time: 7735, Behaviour: 1, Fault: 5,99.8335,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 8336, Behaviour: 1, Fault: 3,89.699,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 9111, Behaviour: 1, Fault: 3,100,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 9770, Behaviour: 1, Fault: 5,97.3469,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 11000, Behaviour: 1, Fault: 2,98.9247,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 12254, Behaviour: 1, Fault: 6,71.9366,71.9366,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 13136, Behaviour: 1, Fault: 6, n/a,3, DIAGNOSED ,Time Taken,28, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 13793, Behaviour: 1, Fault: 5,98.0087,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 14396, Behaviour: 1, Fault: 1,70.7107, FAILURE 4, n/a,1, DIAGNOSED ,Time Taken,13, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,
Time: 15260, Behaviour: 3, Fault: 1,83.666,1, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 15863, Behaviour: 3, Fault: 2,100,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 16466, Behaviour: 3, Fault: 6,98.6361,98.6361,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 17068, Behaviour: 3, Fault: 2,100,100,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 17798, Behaviour: 3, Fault: 4, n/a,4, DIAGNOSED ,Time Taken,116, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 18514, Behaviour: 3, Fault: 2,75.5148,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 23141, Behaviour: 3, Fault: 6,99.3174,99.3174,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 23744, Behaviour: 3, Fault: 3,99.8288,99.8288,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 24653, Behaviour: 3, Fault: 4,84.2424,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 25807, Behaviour: 1, Fault: 6,100,100,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 26411, Behaviour: 1, Fault: 5,97.6714,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 27142, Behaviour: 1, Fault: 5,99.3333,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 27743, Behaviour: 1, Fault: 2,81.3291,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 28345, Behaviour: 1, Fault: 3,100,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 28991, Behaviour: 1, Fault: 6,94.0931,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 29595, Behaviour: 1, Fault: 5,99.1668,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 30799, Behaviour: 2, Fault: 6,80.0251,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 31868, Behaviour: 2, Fault: 1, n/a,1, DIAGNOSED ,Time Taken,12, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 32787, Behaviour: 2, Fault: 6,92.5388,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 33389, Behaviour: 2, Fault: 6,99.3153,99.3153,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 34251, Behaviour: 2, Fault: 6,97.9589,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 34853, Behaviour: 2, Fault: 3,93.2219,93.2219,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 35455, Behaviour: 3, Fault: 2,91.3562,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Faults,38, Elligible Total,34, DiagTot,6, Elligible DiagTot,2, FailTot,2, MemoryTot,30, %Memory,0.882353, %Failure,0.0625,,,,,,,,,,,,,,,,,
Time: 5600, Behaviour: 1, Fault: 1, n/a,1, DIAGNOSED ,Time Taken,12, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 6416, Behaviour: 1, Fault: 5, n/a,5, DIAGNOSED ,Time Taken,165, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 7572, Behaviour: 1, Fault: 6, n/a,3, DIAGNOSED ,Time Taken,14, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 8186, Behaviour: 1, Fault: 2, n/a,2, DIAGNOSED ,Time Taken,12, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 8927, Behaviour: 1, Fault: 1,71.4286,1, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 9728, Behaviour: 1, Fault: 2,98.3985,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 10352, Behaviour: 1, Fault: 1, n/a,1, DIAGNOSED ,Time Taken,12, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 10964, Behaviour: 1, Fault: 2,99.4681,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 11566, Behaviour: 1, Fault: 2,84.8995,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 12170, Behaviour: 1, Fault: 4,99.3355,5, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 12771, Behaviour: 1, Fault: 2,100,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 13402, Behaviour: 1, Fault: 5,98.5111,5, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 14052, Behaviour: 1, Fault: 4,100,5, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 14722, Behaviour: 1, Fault: 5,97.6802,97.6802,5, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 15323, Behaviour: 3, Fault: 3,97.4448,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 16112, Behaviour: 3, Fault: 6,96.5759,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 16714, Behaviour: 3, Fault: 2,100,100,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 17316, Behaviour: 3, Fault: 2,79.7309,79.7309,79.7309,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 17918, Behaviour: 3, Fault: 3,79.3077,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 18539, Behaviour: 3, Fault: 2,100,100,100,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 19673, Behaviour: 3, Fault: 4, n/a,4, DIAGNOSED ,Time Taken,116, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 20395, Behaviour: 3, Fault: 6,82.6717,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 20997, Behaviour: 3, Fault: 2,84.8394,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 21599, Behaviour: 3, Fault: 2,93.3976,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 22550, Behaviour: 3, Fault: 1, n/a,1, DIAGNOSED ,Time Taken,12, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 23187, Behaviour: 3, Fault: 4,79.1247,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 24633, Behaviour: 3, Fault: 1,95.9471,1, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 25739, Behaviour: 1, Fault: 6,73.9849,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 26354, Behaviour: 1, Fault: 5,100,5, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 27539, Behaviour: 1, Fault: 5,97.4994,5, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 28159, Behaviour: 1, Fault: 4,99.8335,99.8335,5, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 28760, Behaviour: 1, Fault: 6,99.1449,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 29410, Behaviour: 1, Fault: 5,99.3355,5, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Faults,33, Elligible Total,29, DiagTot,7, Elligible DiagTot,3, FailTot,0, MemoryTot,26, %Memory,0.896552, %Failure,0,,,,,,,,,,,,,,,,,
Time: 661, Behaviour: 2, Fault: 1, n/a,1, DIAGNOSED ,Time Taken,12, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 1978, Behaviour: 2, Fault: 4, n/a,4, DIAGNOSED ,Time Taken,201, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 2779, Behaviour: 2, Fault: 3, n/a,3, DIAGNOSED ,Time Taken,13, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 3393, Behaviour: 2, Fault: 1, n/a,1, DIAGNOSED ,Time Taken,12, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 4005, Behaviour: 2, Fault: 2, n/a,2, DIAGNOSED ,Time Taken,11, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 4616, Behaviour: 2, Fault: 2,83.9595,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 5402, Behaviour: 1, Fault: 5, n/a,5, DIAGNOSED ,Time Taken,166, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 6168, Behaviour: 1, Fault: 2, DECENTRALISED,80.6631,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 6849, Behaviour: 1, Fault: 4,96.8498,5, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 7654, Behaviour: 1, Fault: 1, n/a,1, DIAGNOSED ,Time Taken,12, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 8268, Behaviour: 1, Fault: 4,97.511,5, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 8885, Behaviour: 1, Fault: 4,95.879,5, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 9486, Behaviour: 1, Fault: 3,70.8286, FAILURE 5, n/a,3, DIAGNOSED ,Time Taken,13, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,
Time: 10099, Behaviour: 1, Fault: 2,83.1951,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 10875, Behaviour: 1, Fault: 6,83.666,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 11479, Behaviour: 1, Fault: 4,99.6667,5, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 12080, Behaviour: 1, Fault: 2,96.4269,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 13423, Behaviour: 1, Fault: 1, n/a,1, DIAGNOSED ,Time Taken,12, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 14037, Behaviour: 1, Fault: 4,99.8335,99.8335,5, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 16956, Behaviour: 3, Fault: 3,81.6497,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 17578, Behaviour: 3, Fault: 4, n/a,4, DIAGNOSED ,Time Taken,175, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 18364, Behaviour: 3, Fault: 4,77.6218,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 19287, Behaviour: 3, Fault: 1, n/a,1, DIAGNOSED ,Time Taken,12, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 19899, Behaviour: 3, Fault: 3,77.7542,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 22252, Behaviour: 3, Fault: 1, n/a,1, DIAGNOSED ,Time Taken,12, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 22864, Behaviour: 3, Fault: 2,95.9436,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 23466, Behaviour: 3, Fault: 2,79.1502,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 24068, Behaviour: 3, Fault: 2,93.5837,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 25165, Behaviour: 1, Fault: 1,99.7778,1, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 26411, Behaviour: 1, Fault: 6,100,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 27287, Behaviour: 1, Fault: 6, n/a,3, DIAGNOSED ,Time Taken,305, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 28194, Behaviour: 1, Fault: 5,99.8335,5, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 28795, Behaviour: 1, Fault: 2,96.4269,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 30237, Behaviour: 2, Fault: 6,70.8382,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 31397, Behaviour: 2, Fault: 1,98.0314,1, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 31999, Behaviour: 2, Fault: 6,76.3429,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 35135, Behaviour: 3, Fault: 1,99.5565,1, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Faults,37, Elligible Total,32, DiagTot,12, Elligible DiagTot,7, FailTot,1, MemoryTot,24, %Memory,0.75, %Failure,0.04,,,,,,,,,,,,,,,,,
Time: 841, Behaviour: 2, Fault: 1, n/a,1, DIAGNOSED ,Time Taken,12, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 1453, Behaviour: 2, Fault: 2, n/a,2, DIAGNOSED ,Time Taken,11, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 2064, Behaviour: 2, Fault: 6, n/a,3, DIAGNOSED ,Time Taken,13, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 2778, Behaviour: 2, Fault: 6,90.5537,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 3416, Behaviour: 2, Fault: 4, n/a,4, DIAGNOSED ,Time Taken,227, ,,,,,,,,,,,,,,,,,,,,,,,,
Time: 5384, Behaviour: 1, Fault: 1, n/a,1, DIAGNOSED ,Time Taken,12, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 5998, Behaviour: 1, Fault: 4, n/a,4, DIAGNOSED ,Time Taken,116, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 6806, Behaviour: 1, Fault: 1, n/a,1, DIAGNOSED ,Time Taken,31, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 7548, Behaviour: 1, Fault: 3,93.0482,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 8739, Behaviour: 1, Fault: 3,66.4726,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 9373, Behaviour: 1, Fault: 2,69.2364,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 10095, Behaviour: 1, Fault: 5,98.8346,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 10712, Behaviour: 1, Fault: 5,100,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 12034, Behaviour: 1, Fault: 1,73.5655,1, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 12636, Behaviour: 1, Fault: 2,85.6065,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 13238, Behaviour: 1, Fault: 2,91.0081,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 13842, Behaviour: 1, Fault: 5,99.5012,99.5012,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 14443, Behaviour: 1, Fault: 3,96.2658,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 15111, Behaviour: 3, Fault: 3,97.3059,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 15719, Behaviour: 3, Fault: 4,85.9709,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 16320, Behaviour: 3, Fault: 3,89.4113,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 17364, Behaviour: 3, Fault: 6,93.8917,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 18117, Behaviour: 3, Fault: 1,69.1628,1, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 18988, Behaviour: 3, Fault: 4,72.7992,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 19589, Behaviour: 3, Fault: 2,98.4013,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 20191, Behaviour: 3, Fault: 3,93.5687,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 20795, Behaviour: 3, Fault: 4,88.4495,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 21396, Behaviour: 3, Fault: 3,94.8541,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 22030, Behaviour: 3, Fault: 2,99.4681,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 22632, Behaviour: 3, Fault: 3,88.5831,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 23282, Behaviour: 3, Fault: 3,91.8976,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 23885, Behaviour: 3, Fault: 3,98.6361,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 24546, Behaviour: 3, Fault: 1, n/a,1, DIAGNOSED ,Time Taken,24, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 25170, Behaviour: 1, Fault: 3,94.2258,3, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 25774, Behaviour: 1, Fault: 4,99.5012,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 26512, Behaviour: 1, Fault: 5,99.1668,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 27188, Behaviour: 1, Fault: 1, n/a,1, DIAGNOSED ,Time Taken,69, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 28247, Behaviour: 1, Fault: 1,99.8335,1, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 28981, Behaviour: 1, Fault: 5,96.8399,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 29651, Behaviour: 1, Fault: 5,100,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 30268, Behaviour: 2, Fault: 4,99.4401,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 30869, Behaviour: 2, Fault: 2,77.8104,77.8104,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 31481, Behaviour: 2, Fault: 4,85.6813,4, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 32095, Behaviour: 2, Fault: 6, n/a,3, DIAGNOSED ,Time Taken,116, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 32811, Behaviour: 2, Fault: 2,86.4565,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 34045, Behaviour: 2, Fault: 1,99.7783,1, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 34721, Behaviour: 2, Fault: 6, n/a,3, DIAGNOSED ,Time Taken,13, ELLIGIBLE,,,,,,,,,,,,,,,,,,,,,,,,
Time: 35334, Behaviour: 3, Fault: 2,77.3554,2, CLASSIFIED ,,,,,,,,,,,,,,,,,,,,,,,,,,,
